OSEBuildingID,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions
688,Mid-Rise Multifamily,ID Village Square 2,721 S. Lane St.,3558300000,2,DOWNTOWN,2002,1,5,228288,32295,195993,Multifamily Housing,80298,55.59999847,58.5,0,0,5974993.5,6284895.5,0,576479.3125,1966947,0,0,13.71
689,Other,Marketplace at Queen Anne,600 1st Ave N,5161000000,7,MAGNOLIA / QUEEN ANNE,1994,3,2,81336,0,81336,Lifestyle Center,81385,160.8000031,164.1999969,405.2999878,406.2000122,13085297,13360349,0,2698352,9206777,38785.1875,3878519,270.17
690,Large Office,One Convention Place,701 Pike Street,5342900000,7,DOWNTOWN,2001,1,23,538933,0,538933,Office,366554,43.70000076,44.59999847,137.1999969,140,16020642,16339807,0,4695381,16020640,0,0,111.69
691,High-Rise Multifamily,(ID691) OLYMPIC TOWER CONDOMINIUM,217 PINE ST,6385300000,7,DOWNTOWN,1929,1,13,99470,0,99470,Multifamily Housing,79470,69.40000153,72.19999695,168.8000031,171.8000031,6136327.5,6387541.5,0,1191086.125,4063986,20723.41211,2072341,138.39
692,Other,2323 Elliott,2323 Elliott Avenue,6780950000,7,DOWNTOWN,1983,1,6,275982,197130,78852,Parking,197040,66.40000153,66.40000153,208.3999939,208.3999939,5233553.5,5233553.5,0,1533866.75,5233553,0,0,36.49
693,Small- and Mid-Sized Office,Queen Anne Square East (200),200 W Mercer St,7015350000,7,MAGNOLIA / QUEEN ANNE,1982,1,5,98668,0,98668,Office,98668,44.5,44.5,139.6999969,139.8999939,4391348,4395027,0,1287030.375,4391348,0,0,30.61
694,Large Office,Rainier Brewery,3100 Airport Way South,7135400000,2,GREATER DUWAMISH,2007,1,1,158931,28381,130550,Office,80157,67.69999695,72.19999695,199.3000031,210.3999939,8751704,9336260,0,2326567.5,7938248,8134.549805,813455,98.54
696,Large Office,"Ocean Beauty Seafoods, LLC",1100 W Ewing St,7666200070,7,MAGNOLIA / QUEEN ANNE,1978,1,1,105100,0,105100,Office,105100,210.1000061,214.8000031,571.7000122,576.5999756,22078064,22571400,0,5175177.5,17657706,44203.57031,4420357,357.86
700,Supermarket / Grocery Store,IUC- Whole Foods Interbay,2001 15th Avenue West,7666201460,7,MAGNOLIA / QUEEN ANNE,2008,1,1,57176,0,57176,Supermarket/Grocery Store,39500,208.8000031,214.1000061,0,0,12525174,12843856,0,0,0,0,0,0
701,Retail Store,Elliot Industrial,1523-1541 15th Ave West,7666201690,7,MAGNOLIA / QUEEN ANNE,1978,1,1,50660,0,50660,Retail Store,50660,52.5,58.40000153,127.3000031,133.1000061,2661488,2956254.5,0,512301.8125,1747974,9135.139648,913514,60.7
702,Small- and Mid-Sized Office,Hays Elliot,1461-1489 Elliot Ave W,7666201740,7,MAGNOLIA / QUEEN ANNE,1937,1,2,61929,0,61929,Office,39879,55.20000076,60.70000076,127.5999985,133.3999939,2203026.5,2421613.25,0,389230.5,1328054,8749.719727,874972,55.73
703,Large Office,501 Elliott Ave West,501 Elliot Ave West,7666202080,7,MAGNOLIA / QUEEN ANNE,2000,1,4,165111,55000,110111,Office,104667,231.3999939,231.3999939,726.5999756,726.5999756,25478086,25478086,0,7467199,25478083,0,0,177.62
704,Large Office,401 Elliott Ave West,401 Elliot Ave West,7666202110,7,MAGNOLIA / QUEEN ANNE,2000,1,4,129551,42500,87051,Office,82273,311.7000122,311.7000122,978.9000244,978.9000244,27137190,27137190,0,7953454.5,27137187,0,0,189.18
19755,Small- and Mid-Sized Office,"2607 Building, LLC",2607 2nd Avenue,654000120,7,DOWNTOWN,1925,1,3,20565,0,20565,Office,20565,39,40.40000153,122.5,126.6999969,802312.5,830100,0,235144.2969,802312,0,0,5.59
705,Large Office,351 Elliott Ave West,351 Elliot Ave West,7666202133,7,MAGNOLIA / QUEEN ANNE,2000,1,5,159937,55971,103966,Office,106449,73.80000305,73.80000305,231.8000031,231.8000031,7857972.5,7857972.5,0,2303039.75,7857972,0,0,54.78
706,Large Office,333 Elliott West,333 Elliott Ave W,7666202160,7,MAGNOLIA / QUEEN ANNE,2008,1,5,183964,46763,137201,Office,133451,108.3000031,108.3000031,340,340,14856199,14856199,0,4354102.5,14856198,0,0,103.57
707,Large Office,101 ELLIOTT AVENUE WEST,101 Elliott Ave West,7666202220,7,MAGNOLIA / QUEEN ANNE,1986,1,5,208210,78848,129362,Office,109978,50.09999847,52.70000076,125.1999969,127.9000015,5514308.5,5799664.5,0,1118781,3817281,16970.26953,1697027,116.74
708,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,7666202240,7,DOWNTOWN,1986,1,7,277486,80283,197203,Office,178625,65.90000153,65.90000153,206.8000031,206.8000031,12729858,12729858,0,3730907.5,12729856,0,0,88.74
709,Large Office,Pier 69 Corporate HQ,2711 Alaskan Way,7666202295,7,DOWNTOWN,1993,1,3,187130,0,187130,Office,171783,52.59999847,54.59999847,165.1000061,171.6000061,10053489,10445641,0,2946508.75,10053488,0,0,70.09
710,Large Office,World Trade Center - North,2401 Elliott Avenue,7666202320,7,DOWNTOWN,2000,1,5,251044,117867,133177,Office,126218,123.6999969,123.6999969,388.3999939,388.3999939,17186624,17186624,0,5037111,17186623,0,0,119.81
711,Warehouse,08495-Pier 57,1334 Alaskan Way,7666202440,7,DOWNTOWN,1912,1,5,154330,0,154330,Non-Refrigerated Warehouse,95330,13.19999981,14.80000019,41.59999847,46.5,1262235.25,1411471.75,0,369939.9063,1262235,0,0,8.8
712,Large Office,51 University,51 University,7666202475,7,DOWNTOWN,1918,1,6,108245,14690,93555,Office,64055,45.79999924,47.5,138.6999969,144,4515180.5,4682152.5,266262,1245286.625,4248918,0,0,50.17
713,Large Office,National Building,1008 Western Ave,7666202515,7,DOWNTOWN,1905,1,6,167860,0,167860,Office,110370,52,53.90000153,163.1999969,169.1999969,6797647,7046428.5,0,1992276.125,6797646,0,0,47.39
715,Large Office,Polson Building,71 Columbia Street,7666202565,7,DOWNTOWN,1910,1,6,112560,0,112560,Office,80400,51.29999924,54.59999847,131.3000031,134.3000031,4946798.5,5268183,0,1047485.313,3574020,13727.78027,1372778,97.82
716,Retail Store,Western Building,619 Western Avenue,7666202570,7,DOWNTOWN,1910,1,6,86204,0,86204,Other,67670,43.5,45,596.7999878,594.5,3241917,3350477,0,655304.375,2235899,10060.18066,1006018,69.02
717,Warehouse,Airport Way Ctr - Bldg C,2203 Airport Way S,7666203240,2,GREATER DUWAMISH,1985,1,2,145158,0,145158,Non-Refrigerated Warehouse,101633,52.29999924,53.70000076,146.8999939,148,8384523,8615958,0,2069794.125,7062138,13223.84766,1322385,119.46
718,Large Office,Holgate Center,1737 Airport Way South,7666203300,2,GREATER DUWAMISH,1951,1,2,112896,0,112896,Office,110746,92.90000153,95.90000153,256.6000061,258.7000122,10287986,10622784,0,2470454,8429189,18587.96875,1858797,157.48
719,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,1762 6th Ave S,7666203440,2,GREATER DUWAMISH,1960,1,1,110613,0,110613,Distribution Center,99551,9.199999809,9.199999809,28.79999924,28.79999924,1015060.188,1015060.188,0,297497.0938,1015060,0,0,7.08
720,Warehouse,6th & Holgate Building,1930 6th Ave. South,7666203467,2,GREATER DUWAMISH,1951,1,4,149881,0,149881,Non-Refrigerated Warehouse,119593,16.10000038,19.10000038,26.79999924,29.89999962,2417401.25,2869350.25,0,206641,705059,17123.41992,1712342,95.86
722,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2440 6TH AVE S,7666203530,2,GREATER DUWAMISH,1951,1,3,98220,0,98220,Non-Refrigerated Warehouse,129420,50,50.70000076,146.3999939,147.1000061,6468090,6562048.5,0,1703866.125,5813591,6544.97998,654498,75.29
723,Distribution Center,North Coast Electric,2450 8th Ave S,7666203538,2,GREATER DUWAMISH,1970,1,1,84420,0,84420,Distribution Center,44300,35,35.40000153,109.8000031,111.0999985,2848317.25,2882685,0,834793.875,2848317,0,0,19.86
725,Distribution Center,Pacific Millennial Realty LLC,3623 6th Ave S,7666204100,2,GREATER DUWAMISH,1961,1,1,73335,0,73335,Distribution Center,73335,70.90000153,74.5,148.6999969,152.5,5197118,5459973.5,0,764020.6875,2606839,25902.79297,2590279,155.74
727,Distribution Center,2700 4th Ave S (Best Fixture/Filson),2700 4th Ave S,7666204225,2,GREATER DUWAMISH,1928,1,2,56876,0,56876,Distribution Center,48400,31.5,35.40000153,70.19999695,74.40000153,1791715.625,2015776.625,0,296390.1875,1011283,7804.320313,780432,48.5
728,Warehouse,Pacific Iron & Metal,2230 4th Ave S,7666204430,2,GREATER DUWAMISH,1931,1,2,61200,0,61200,Non-Refrigerated Warehouse,61200,80.30000305,86.40000153,145.1999969,151.6000061,4912143,5285776.5,0,522538.6875,1782902,31292.4082,3129241,178.62
729,Distribution Center,Gensco Incorporated,1703 6th Ave S,7666204590,2,GREATER DUWAMISH,1987,1,1,111908,0,111908,Distribution Center,109090,14.30000019,15.30000019,35.09999847,36.20000076,1555420.25,1667059.125,0,307886.3125,1050508,5049.119629,504912,34.14
730,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,7666204685,2,GREATER DUWAMISH,1986,3,2,63644,0,63644,Other - Public Services,65700,104.4000015,113.4000015,244.6000061,254,6858533.5,7448018,0,1243467.5,4242711,26158.2207,2615822,168.5
731,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,7666204745,2,GREATER DUWAMISH,1930,3,2,108753,18860,89893,Non-Refrigerated Warehouse,58605,33.5,34.20000076,105.0999985,107.3000031,3639670.25,3714717.25,0,1066726.25,3639670,0,0,25.37
732,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,9231900160,6,NORTHWEST,1970,1,1,141890,35545,106345,Supermarket/Grocery Store,168735,100,103,266.6000061,269.7999878,16865978,17384564,0,3825269.5,13051820,38141.5625,3814156,293.56
734,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,2768302690,6,BALLARD,2001,1,4,92092,21055,71037,Office,70074,68.69999695,68.69999695,215.8999939,215.8999939,4817062,4817062,0,1411800,4817062,0,0,33.58
735,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,2771100415,7,MAGNOLIA / QUEEN ANNE,1974,0,3,56259,0,56259,Non-Refrigerated Warehouse,31582,41.70000076,47.70000076,74.19999695,80.5,2346571.5,2685146.5,0,239653.2969,817697,15288.74121,1528874,86.9
738,Other,UW Benjamin Hall IRB,616 NE Northlake Place,4207401365,4,NORTHEAST,2006,1,6,143439,0,143439,Other,119570,214.3999939,215.1999969,471.6000061,463.1000061,25631512,25736450,0,4132699.5,14100771,115307.4063,11530741,710.7
739,Large Office,Lakeview 837 N 34th,837 N 34th Street,1973200389,6,LAKE UNION,2008,1,4,202623,88855,113768,Office,105206,79.5,79.5,249.6999969,249.6999969,8873485,8873485,0,2600669.5,8873484,0,0,61.86
740,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,1972206514,6,LAKE UNION,2000,1,2,77174,25800,51374,Office,77174,71,71,223,223,5481549,5481549,0,1606549.875,5481548,0,0,38.21
741,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,1000 Dexter Avenue North,2249500235,7,MAGNOLIA / QUEEN ANNE,1998,1,5,110524,0,110524,Office,98781,63.90000153,63.90000153,200.5,200.5,6859198,6859198,0,2010315.75,6859197,0,0,47.82
742,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,2163901105,3,LAKE UNION,2008,1,5,287224,103650,183574,Parking,97500,139.8999939,141.6000061,388.8999939,390.7000122,21042926,21299472,0,5101847,17407502,36354.21484,3635421,314.43
743,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,2163901160,3,LAKE UNION,1999,1,4,115748,18382,97366,Laboratory,97365,374.2000122,369.1000061,756,739.9000244,36436388,35938164,0,4956971,16913185,195232.0156,19523202,1154.79
744,Large Office,West Tower,400 Second Avenue,1989200750,7,MAGNOLIA / QUEEN ANNE,2000,1,7,241875,84689,157186,Office,163082,53.09999847,53.5,164.5,165,8655604,8732968,0,2487805.5,8488392,1672.098267,167210,68.06
745,Large Office,190 Queen Anne,190 Queen Anne,1989201385,7,MAGNOLIA / QUEEN ANNE,1974,1,5,102930,18720,84210,Office,89075,53.29999924,56.5,151.1999969,155.6999969,4750799,5034942.5,0,1189705.5,4059275,6915.233887,691523,65.03
748,Small- and Mid-Sized Office,Pier 70,2801 Alaskan Way,7666202292,7,DOWNTOWN,1902,1,3,76893,0,76893,Office,90345,113.3000031,115.6999969,280.5,285.8999939,12029600,12289373,0,2405996.5,8209260,38203.39063,3820339,260.13
749,Large Office,Fourth and Vine,2601 Fourth Avenue,656000410,7,DOWNTOWN,1975,1,8,150000,23630,126370,Office,126648,73.80000305,77.69999695,212.1000061,218.3000031,9343428,9836703,0,2390311.5,8155743,11876.84473,1187684,119.93
750,Large Office,Children's Hospital Research Building #2,1915 Terry Ave,660001255,7,DOWNTOWN,1953,1,7,274362,0,274362,Office,274362,60.29999924,60.40000153,183.8999939,184.1000061,16540550,16572684,0,4641282,15836054,7044.939453,704494,147.82
751,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,697000235,7,DOWNTOWN,1983,1,15,378002,116280,261722,Office,270237,65.69999695,67.5,185.6000061,185.8999939,17750994,18235512,0,4420666,15083312,26676.80078,2667680,246.83
752,Large Office,ACTIVE VOICE,2033 6th Ave,659000930,7,DOWNTOWN,1963,1,11,169020,0,169020,Office,156414,65.59999847,68.69999695,157.5,161.1999969,11480494,12019477,2887565.25,2112982.25,7209495,13834.32031,1383432,346.62
753,Other,WestinBuilding,2001 6th Ave,659000950,7,DOWNTOWN,1981,1,33,429405,0,429405,Data Center,218997,639.7000122,639.7999878,2007.900024,2008,274682208,274725984,0,80460872,274532495,1496.720215,149672,1921.82
775,Large Office,Columbia Center - 2015,701 5th Avenue,942000640,7,DOWNTOWN,1985,1,76,1952220,319400,1632820,Office,1680937,55.29999924,55.09999847,167.3000031,166.5,92937640,92537256,0,25747908,87851862,50857.63281,5085763,882.56
754,Large Office,Eighth & Olive - New,720 Olive Way,659000305,7,DOWNTOWN,1981,1,19,383515,89778,293737,Office,312442,47.90000153,49,150.5,153.8000031,15878689,16228155,0,4653777,15878687,0,0,110.7
755,Medical Office,Medical Dental Building,509 Olive Way,659000085,7,DOWNTOWN,1925,1,18,363934,28870,335064,Medical Office,281598,72.90000153,76.30000305,190,192.6000061,22104512,23128454,6090187.5,4690018,16002341,119.8100052,11981,582.28
756,Retail Store,601 Pine St,601 Pine St,1976700005,7,DOWNTOWN,1929,1,4,78920,0,78920,Retail Store,78920,105.1999969,105.1999969,300.6000061,300.6000061,8303666.5,8303666.5,0,2103559.75,7177346,11263.19922,1126320,109.85
757,Large Office,Market Place I & II-2003 Western Avenue,2003 Western Avenue,1977200280,7,DOWNTOWN,1979,1,7,131143,87160,43983,Office,120248,39.5,,128,0,5177270.5,,0,1427645.25,4871126,14160.40918,1416041,109.16
758,Other,Pacific Place,600 Pine Street,6600470000,7,DOWNTOWN,1999,1,0,947987,0,947987,Other - Mall,561684,62.29999924,62.09999847,195.6000061,194.8999939,46510960,46343304,0,13631581,46510954,0,0,324.25
759,Mixed Use Property,Oddfellows,915 E Pine St,6003500460,3,EAST,1908,1,4,55520,0,55520,Office,17120,66.40000153,70.30000305,106.4000015,110.5,3686962.25,3904791.25,0,285435.8125,973907,27130.55078,2713055,150.88
760,Large Office,Broadacres Building,1601 Second Avenue,1977200040,7,DOWNTOWN,1908,1,10,132998,0,132998,Office,138257,27.29999924,29.20000076,64.30000305,66.59999847,3775187.5,4040138.75,1530680.625,657827.3125,2244507,0,0,133.8
761,Retail Store,Ross Dress for Less,301 Pike Street,1975700300,7,DOWNTOWN,1940,1,3,83118,0,83118,Retail Store,45000,54.29999924,56.29999924,159.6000061,161.6999969,2443141.5,2533838.5,0,647543.6875,2209419,2337.219727,233722,27.82
762,Retail Store,Kress Building,1419 Third Avenue,1975700485,7,DOWNTOWN,1924,1,3,77555,0,77555,Retail Store,73563,106.0999985,106.0999985,333,333,7802205.5,7802205.5,0,2286650.5,7802052,1.530000091,153,54.4
763,Small- and Mid-Sized Office,Market Square,1415 Western Avenue,7666202405,7,DOWNTOWN,1909,1,6,51218,0,51218,Office,44913,55.5,55.5,174.3999939,174.3999939,2886141.5,2886141.5,0,845879.625,2886141,0,0,20.12
764,Large Office,Financial Center - COS Compliance,1215 4th Avenue,2400002,7,DOWNTOWN,1970,1,29,489182,0,489182,Office,371450,93.80000305,96.40000153,274.5,281.5,36378588,37351804,0,9564432,32633842,37447.42188,3744742,426.39
765,Large Office,Seattle Tower,1218 3rd Avenue,1975200005,7,DOWNTOWN,1929,1,27,216571,13320,203251,Office,182604,86,91.90000153,192.6999969,199.6999969,16246106,17352520,7413886,2551222.75,8704772,1274.469971,127447,639.72
766,Large Office,1200 3rd Ave,1200 3rd Ave,1975200015,7,DOWNTOWN,1921,1,13,189175,0,189175,Office,151740,115.8000031,115.8000031,363.6000061,363.6000061,19036416,19036416,0,5579253.5,19036413,0,0,132.71
767,Large Office,1015 3rd Ave,1015 3rd Ave,939000485,7,DOWNTOWN,1998,1,13,293803,74481,219322,Office,145491,117.4000015,118.6999969,368.5,372.7000122,17074142,17267470,0,5004144,17074139,0,0,119.03
768,Large Office,1201 Western Avenue,1201 Western Avenue,7666202480,7,DOWNTOWN,1910,1,7,122356,0,122356,Office,95942,41.09999847,41.90000153,125,125.8000031,4585070.5,4675881.5,0,1281305.625,4371815,2132.549805,213255,41.8
769,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,939000240,7,DOWNTOWN,1921,1,3,52298,0,52298,Office,50250,39.20000076,40.59999847,123,127.4000015,1968655.125,2038746.5,0,576979.6875,1968655,0,0,13.72
771,Large Office,Hoge Building,705 2nd Avenue,939000230,7,DOWNTOWN,1911,1,17,116640,0,116640,Office,82053,70.30000305,73.59999847,185.8999939,190.5,6758565.5,7066534.5,1736650.625,1471838.875,5021914,0,0,169.06
772,Large Office,800 Fifth Avenue,800 5th Ave,942000470,3,DOWNTOWN,1981,1,42,1249055,201121,1047934,Office,983697,38,39.59999847,119.5,124.3000031,37980712,39518364,0,11131508,37980705,0,0,264.78
773,Small- and Mid-Sized Office,SEATTLE BUILDING,215 COLUMBIA ST,939000245,7,DOWNTOWN,1924,,4,63150,0,63150,,,,,,,,,,,,,,
776,Medical Office,First Hill Medical Building,515 Minor Avenue,8590900765,3,EAST,1988,1,5,188339,99314,89025,Medical Office,81873,104.0999985,104.9000015,310.2999878,311.1000061,8523594,8588643,0,2307620.5,7873601,6499.925293,649993,89.41
777,University,Hospital Central Services Laundry,800 13th Ave,2254500945,3,CENTRAL,1916,1,2,60122,0,60122,College/University,60122,11.5,12.39999962,32.70000076,35.59999847,690529.5,745830.3125,0,173807,593029,974.9998779,97500,9.31
778,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,7666206830,2,DOWNTOWN,1910,1,6,95000,13700,81300,Office,84481,48,50.5,148.8999939,157,4052720,4269199.5,0,1167594.25,3983832,688.8800049,68888,31.43
779,Large Office,Administration Building,500 5TH AVE,942000920,7,DOWNTOWN,1971,1,9,224857,0,224857,Office,204993,74.5,78.80000305,195.6999969,200.8999939,15272491,16162013,4047481,3289861.75,11225008,0,0,390.67
780,Large Office,King Street Center,201 South Jackson A-15,5247800795,2,DOWNTOWN,1998,1,8,446261,124788,321473,Office,343400,39.5,39.5,124.0999985,124.0999985,13568148,13568148,0,3976596,13568146,0,0,94.59
782,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,7666206955,2,GREATER DUWAMISH,1939,1,2,58492,0,58492,Other,58500,27.29999924,31.60000038,54.29999924,58.79999924,1594422.5,1849863.625,0,210377,717806,8766.160156,876616,51.56
783,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,7666206440,2,GREATER DUWAMISH,1907,1,6,62370,0,62370,Office,49473,72.69999695,72.69999695,228.3000031,228.3000031,4353025,4353025,0,1275798.5,4353024,0,0,30.35
784,Warehouse,SEWA,1919 Sixth Ave South,7666204495,2,GREATER DUWAMISH,1960,1,1,73296,0,73296,Non-Refrigerated Warehouse,77800,30.29999924,34.79999924,61.79999924,66.69999695,2356376.75,2709055,0,327543,1117577,12388.00098,1238800,73.58
785,Other,Airport Way Ctr - Bldg A,2203 Airport Way S,7666203240,2,GREATER DUWAMISH,1944,1,4,99122,0,99122,Other,50036,146,146.5,422.3999939,423,14469228,14522162,0,3741538,12766128,17030.98047,1703098,179.45
786,Other,J D OTT COMPANY (2244 6th Ave S),2244 6th Avenue S,7666203489,2,GREATER DUWAMISH,1985,1,1,66133,0,66133,Other,60787,82.40000153,84.80000305,231.8999939,234.3999939,6345009.5,6528948,0,1569290.625,5354420,9905.890625,990589,89.94
787,Warehouse,Seattle Lighting Distribution Center,26 South Hanford Street,7666207627,2,GREATER DUWAMISH,1952,1,2,115668,0,115668,Non-Refrigerated Warehouse,101752,30.79999924,33.59999847,62.59999847,65.5,3534690.75,3847929.5,0,485913.0938,1657935,18767.55078,1876755,111.23
791,Other,United Parcel Service,4455 7th Avenue South,7376600390,2,GREATER DUWAMISH,1970,1,1,141686,0,141686,Other,152511,43.79999924,44.79999924,137.3999939,140.8000031,6673138,6837936,0,1955784.625,6673137,0,0,46.52
792,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,5005 3rd Avenue S.,3573700320,2,GREATER DUWAMISH,1950,1,1,93610,0,93610,Office,101278,61.29999924,65,144,146.1999969,6235947,6612733,0,1136505.75,3877758,23581.89063,2358189,152.28
793,Large Office,Seattle Design Center (Atrium Building),5701 6th Ave. S,2738100010,2,GREATER DUWAMISH,1973,1,2,156188,0,156188,Office,141917,48.20000076,50.59999847,147.1999969,154.6999969,6843855,7181600,0,1921887.75,6557481,2863.730225,286373,60.92
